"CustomerID","CustomerName","CustomerType","CustomerRiskClass","CustomerRiskLevel","IsCharityOrg","IsClosed","IsCorrBank","IsFEP","IsMSB","IsOffshoreBank","IsPEP","IsPSP","IsCIB","IsNBFI","IsFCB"
"ABASTID8B5L.000","ABASTIDA ALVAREZ BLANCA L","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBATE.0T3..000","ABBATE TARA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBE RO PL L000","ABBEY ROAD PLAZA LLC","B","LowRisk","Low","","","","","","","","","","",""
"ABBONDA5R6..000","ABBONDANDOLO RUSSELL","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBOUD.0V5A.000","ABBOUD VICTOR A","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBOUD.3V5J.000","ABBOUD ABUD VICTOR J","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBUD.D8V6..000","KRONFLE VIOLETA ABBUD DE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBUD.I8F5A.001","ITF FELIPE A ABBUD ANGELA ABBUD AN","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBUD.I8M5E.000","ANGELA MOISES E.ABBUD ITF ROMERO D","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBUD.O4L3F.000","OR LUIS FELIPE ABBUD DENISE SALMON","I","IndLowRisk","Low","","","","","","","","","","",""
"ABBUD.R4M4D.000","ABBUD ROMERO MARIA D","I","IndLowRisk","Low","","","","","","","","","","",""
"ABC  COMPA  000","ABC COMPANY","B","LowRisk","Low","","","","","","","","","","",""
"ABC  CORP   000","ABC CORP","B","LowRisk","Low","","","","","","","","","","",""
"ABC  KIR LL 001","ABC KIRCHMAN LLC","B","LowRisk","Low","","","","","","","","","","",""
"ABC  ME SU I000","ABC MEDICAL SUPPLY INC","B","LowRisk","Low","","","","","","","","","","",""
"ABC  ME SU I001","ABC MEDICAL SUPPLY, INC.","B","LowRisk","Low","","","","","","","","","","",""
"ABC  VEN IN 000","A B C VENDING INC","B","LowRisk","Low","","","","","","","","","","",""
"ABDALLA0M5..000","CANTARERO MARHTA ABDALLAH","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDALLA1F5..000","ABDALLAH FATIMA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDELHA2H4..000","ABDELHADI HUSNI","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDELRA4M6..000","ABDELRAHMAN MAYELIN","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDO...0A2..000","ABDO ADA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDU BA Y PY000","LA CONCEPCION L DE GARZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDUL..0N5F.000","ABDUL NAAILA F","I","IndLowRisk","Low","","","","","","","","","","",""
"ABDULLA1R4N.000","ABDULLAH RAIED N","I","IndLowRisk","Low","","","","","","","","","","",""
"ABEDRAB2B6M.000","ABEDRABBO VALHUBERT T BARBARA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ABEDRAB2R6M.000","ABEDRABBO LARACH ROBERTO MUNIR","I","DefClass","","","","","","","","","","","",""
"ABEIJON0A6V.000","ABEIJON AVELINO VICTOR","I","IndLowRisk","Low","","","","","","","","","","",""
"ABELLA.0J3L.000","L.ABELLA JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABELLAN0D6..000","ABELLAN DELUZYS","I","IndLowRisk","Low","","","","","","","","","","",""
"ABELLAN2L3A.001","ABELLAN LI LUIS ALEJANDRO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABESADA0A5R.000","ABESADA ASHLEY R","I","IndLowRisk","Low","","","","","","","","","","",""
"ABESADA0M4M.000","ABESADA MARIA MILAGROS","I","IndLowRisk","Low","","","","","","","","","","",""
"ABESADA0M4M.001","ABESADA MARIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ABESADA0P4R.000","ABESADA PETER R","I","IndLowRisk","Low","","","","","","","","Y","","",""
"ABESAMR1J3A.000","ABESAMRA JANE A.","I","IndLowRisk","Low","","","","","","","","","","",""
"ABFL SUP IN 000","A & B FLOORING & SUPPLIES INC","B","LowRisk","Low","","","","","","","","","","",""
"ABGR GR I DB000","AB GRAPHIC GROUP INC DBA","B","LowRisk","Low","","","","","","","","","","",""
"ABI  AU PA I000","A B I AUTO PARTS INC","B","HighRisk","High","","","","","","","","","Y","",""
"ABILAHO2J4A.000","ABILAHOUD JESUS A","I","IndLowRisk","Low","","","","","","","","","","",""
"ABIN...0A4..000","ABIN AYCEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ABM  BU MA I000","ABM BUILDING MAINTENANCE INC","B","LowRisk","Low","","","","","","","","","","",""
"ABM  CL SE I000","A B M CLEANING SERVICES INC","B","LowRisk","Low","","","","","","","","","","",""
"ABOV AL GR C000","ABOVE ALL GROUP CORP","B","LowRisk","Low","","","","","","","","","","",""
"ABRA AU SA I000","ABRAHAM AUTO SALES INC","B","LowRisk","Low","","","","","","","","","","",""
"ABRAHAM1A5E.000","ABRAHAMS ADRIAN E","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRAHAM1C6A.000","ABRAHAMS CARLENE A","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRAHAM1J7M.000","ABRAHAMS JEANETTE M","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRAMOV3A8..000","ABRAMOVICH ALEXANDER","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRANTE0A6E.000","ABRANTE ALBERTO E","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRANTE0A6E.001","ABRANTE ALBERTO ENRIQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRANTE0D6F.000","ABRANTE DANIELA F","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRANTE0D6F.001","ABRANTE DANIELA FRANCESCA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRE FI GR L000","ABREU FINANCIAL GROUP LLC","B","LowRisk","Low","","","","","","","","","","Y",""
"ABREU-B4E5..000","ABREU-BOLEN ELAINE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0A4P.000","ABREU ANGEL P.","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0A5..000","ABREU ARMANI","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0A6..000","ABREU ARMANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0E5..000","ABREU ESTHER","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0E5..001","ABREU EMILIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0E6G.000","ABREU ENRIQUE GREGORIO","I","DefClass","","","","","","","","","","","",""
"ABREU..0F4A.000","ABREU FELIX ANTONIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0I5C.000","ABREU ILIANA CARBAJAL","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0J3N.002","ABREU JOSE N.","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0J4..000","ABREU JUANA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0J4..001","ABREU JOSUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0J4O.001","ABREU JORGE ORLANDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0M4V.000","ABREU MERCY V.","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0M5..000","ABREU MANOLO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0M6A.000","ALFONSO MARITZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0R5..000","ABREU RAFAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0R5M.000","MORAES ABREU RAFAEL","I","DefClass","","","","","","","","","","","",""
"ABREU..0R6A.000","ABREU RICARDO AMADO","I","IndMedRisk","Medium","","","","","","","","","","",""
"ABREU..0S4..000","ABREU SANTA","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU..0Z4R.000","ABREU ZEIDA R","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU.O3J3F.000","ABREU ORTIZ JOSE F","I","IndLowRisk","Low","","","","","","","","","","",""
"ABREU.P5A5A.000","ABREU POLANCO ARELIS A","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRIL,.2A5A.000","ALLEN ROBERT N","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRIL.C5J4B.000","ABRIL CABRERA JULIO BORIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ABRIL.L5C6M.000","ABRIL LARRIVA CLAUDIO MARCELO","I","IndLowRisk","Low","","","","","","","","","","",""
"ABSO FI RE I000","ABSOLUT FINANCIAL RESOURCES INC","B","LowRisk","Low","","","","","","","","","","",""
"ABSO INV LL 000","ABSOLUTE INVESTMENT LLC","B","LowRisk","Low","","","","","","","","","","",""
"ABSO MED IN 000","ABSOLUTE MEDICAL INC","B","LowRisk","Low","","","","","","","","","","",""
"ABUD...0G6Q.000","ABUD GABRIEL QUEIROZ","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUD.VA3S5..000","VALECH SILVIA ABUD","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUFEKE0M4G.000","ABUFELE MARCOS MARIA GABRIELA","I","DefClass","","","","","","","","","","","",""
"ABUFELE6E3J.000","ABUFELE MARCOS EMIN JORGE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUFELE6E3J.001","ABUFELE MARCOS EMIN JORGE","I","IndLowRisk","Low","","","","","","","Y","","","",""
"ABUFELE7E3J.001","SALOMON EMIN JORGE ABUFELE","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUFELE9E3J.000","MARCOS EMIN JORGE ABUFELE OR","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUHAYA6M5J.000","HANZE MICHEL J ABUHAYAR","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUJASE1J3A.001","ABUJASEN JOSE A.","I","IndLowRisk","Low","","","","","","","","","","",""
"ABUSAJE1M9..000","ABUSAJEN MARIAELENA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACAD MA GR I000","ACADIA MANAGEMENT GROUP INC","B","LowRisk","Low","","","","","","","","","","",""
"ACBL CORP   000","A.C. BLOCK, CORP","B","LowRisk","Low","","","","","","","","","","",""
"ACCA CORP   000","A.C. CABINETRY CORP.","B","LowRisk","Low","","","","","","","","","","",""
"ACCA CORP   001","AC CABINETS CORP","B","LowRisk","Low","","","","","","","","","","",""
"ACCE TOT CO 000","ACCESS TOTAL CORP","B","LowRisk","Low","","","","","","","","","","",""
"ACCE TOTAL  000","ACCESS TOTAL","B","LowRisk","Low","","","","","","","","","","",""
"ACCI PO M CA000","ACCION POSITIVA MILLENIUM CA","B","LowRisk","Low","","","","","","","","","","",""
"ACCINI.0M6..001","OR MARCELA ACCINI ANDRETTA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACCINI.7M6C.000","ACCINI ANDRETTA MARCELA CLORINDA","I","IndHighRisk","High","","","","","","","","","","",""
"ACCOUNT0T3..000","ACCOUNT TEST","I","IndLowRisk","Low","","","","","","","","","","",""
"ACCU EN S FI001","ACCURATE ENTERPRISES OF SOUTH FLA I","B","LowRisk","Low","","","","","","","","","","",""
"ACCU MI SY I000","ACCURATE MISTING SYSTEMS INC","B","LowRisk","Low","","","","","","","","","","",""
"ACCU PR SE I000","ACCUBOOKS PROFESSIONAL SERVICES INC","B","LowRisk","Low","","","","","","","","","","",""
"ACE  HA KE I000","ACE HARDWARE OF KENDALL INC","B","MediumRisk","Medium","","","","","","","","","Y","",""
"ACEBO.M3G5D.000","ACEBO MORAN GERMAN DAVID","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO0A6G.000","ACEVEDO ARMANDO G.","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO0J3I.000","ARGUELLO ACEVEDO JOSE IGNACIO","I","DefClass","","","","","","","","","","","",""
"ACEVEDO0J5A.000","ACEVEDO JUDITH AMPARO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO0M4M.000","ACEVEDO MARIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO0R4..000","ACEVEDO ROQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO3S5..000","ACEVEDO DE PARRINELLO SUSANA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO4R4D.000","PENA RUBEN DARIO ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO5E6..000","SAENZ ENRIQUE ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO6J4C.000","ROMERO JULIO C ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO6T4Y.000","ACEVEDO OROZCO TAMMY YANINA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO7B5I.001","DE BLANCA ISABEL ACEVEDO BRAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO7E6..000","SCHWABE ENRIQUE ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO7J3M.000","PADILLA JUAN MARIO ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO7M5..001","PADILLA MONICA ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO7M6..000","ACEVEDO CORDERO MORGANA","I","DefClass","","","","","","","","","","","",""
"ACEVEDO7N2..000","TABARES NEY ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO8A2M.001","ACEVEDO GONZALEZ ANA MARIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO8F8R.001","LIGORRIA FRANCISCO RENE ACEVEDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACEVEDO9M5L.001","DE MARTHA LUZ ACEVEDO ZAPATA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACGL GLA IN 000","A C GLASS & GLASING, INC.","B","LowRisk","Low","","","","","","","","","","",""
"ACGL GLA IN 001","A C GLASS & GLAZING INC","B","LowRisk","Low","","","","","","","","","","",""
"ACHANG.0C4N.000","ACHANG CELIA NORA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACHE SA     000","ACHETECORP SA","B","MediumRisk","Medium","","","","","","","","","","",""
"ACHE SER IN 000","A & C HEALTH SERVICES,INC","B","LowRisk","Low","","","","","","","","","","",""
"ACHON-G6L6..000","ACHON-GORECKI LETICIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACL  EN MI I000","A.C.L. ENTERPRISES OF MIAMI INC.","B","LowRisk","Low","","","","","","","","","","",""
"ACOCELL1Y6E.000","ACOCELLA YAZMINA E","I","IndLowRisk","Low","","","","","","","","","","",""
"ACON.WO1B4..000","WONG BOBBY ACON","I","IndLowRisk","Low","","","","","","","","","","",""
"ACON.WO1D4..000","ACON WONG DAVID","I","IndLowRisk","Low","","","","","","","","","","",""
"ACON.WO1J5..000","ACON WONG JOHNNY","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOS IN GR I000","ACOSTA INSURANCE GROUP INC","B","LowRisk","Low","","","","","","","","","","",""
"ACOS VAL LL 000","ACOSTA & VALDES, LLC","B","LowRisk","Low","","","","","","","","","","",""
"ACOSTA.0A3I.000","ACOSTA AIDA I","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0A6..000","ACOSTA ALFREDO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0A7..000","ACOSTA ANGELICA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0A8A.000","ACOSTA ALEJANDRO ALEXIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0B5..000","ACOSTA BLANCA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0B6..000","ACOSTA BARBARA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0B6..001","ACOSTA BARBARA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0C6..000","ACOSTA CLAUDIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0D5..000","ACOSTA DANIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0D6E.000","ACOSTA DANIELA E","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E3..000","ACOSTA ELIA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E3M.000","ACOSTA ELIA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E5M.000","ACOSTA ELVIRA M","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E6..000","ACOSTA ERNESTO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E6..002","ACOSTA ESTEBAN","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E6..004","ACOSTA ENRIQUE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0E8..001","ACOSTA ELIZABETH","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0F4M.000","ACOSTA FRANK MICHAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0F5..000","ACOSTA JAVIER FERMIN","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0G6..000","ACOSTA GABRIEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0H5R.000","ACOSTA HOWARD R.","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0H6S.000","ACOSTA HORACIO S","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0J4..000","ACOSTA JULIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0J4N.001","ACOSTA JENNA NICOLE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0J6..000","ACOSTA JESSICA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0L3..000","ACOSTA LISA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0L5..000","ACOSTA LAZARO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0M5..000","ACOSTA MIRIAM","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0M5M.000","MIESES ACOSTA MONICA MARIE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0M7..000","ACOSTA MAURICIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0M7M.000","ACOSTA MERCEDES M.","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0N4..000","ACOSTA NEICY","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0P8..000","ACOSTA PRAGMACIO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0R5..000","ACOSTA RAFAEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0S5I.000","OLEARY ACOSTA SANDRA IVETTE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.0Z6..000","ACOSTA ZORAIDA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.1E6..000","CUSTODIAN ESTEBAN ACOSTA AS","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.4H4..000","ACOSTA DE MEZA ITF RAFAEL MEZA & HAZEL","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.4M4J.000","ACOSTA FEOLI MARIA JOSE","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.4M6..000","ACOSTA PINON MARITZA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.5C4L.000","ACOSTA FARINA CESAR LUIS","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.5C5A.000","ACOSTA FLORES CARLOS ANDRES","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.5E6C.000","ACOSTA FLORES ERNESTO CAMILO","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.6E5R.000","DE ELVIRA RAMONA ACOSTA JARA","I","IndLowRisk","Low","","","","","","","","","","",""
"ACOSTA.6N4..000","ACOSTA AGUILAR NEICY","I","IndLowRisk","Low","","","","","","","","","","",""
"ACQU CA GR L000","ACQUARELLA CAPITAL GROUP LLC","B","LowRisk","Low","","","","","","","","","","",""
"ACQU CAP IN 000","ACQUISITIONS CAPITAL INC","B","LowRisk","Low","","","","","","","","","","",""
"ACRE ES IN I000","AC REAL ESTATE INVESTMENTS INC","B","LowRisk","Low","","","","","","","","","","",""
"ACRO NA I SA000","ACROPOLIS NATIONAL INVESTMENT SA","B","LowRisk","Low","","","","","","","","","","",""
"ACRY SOU IN 000","THE ACRYLIC SOURCE INC.","B","LowRisk","Low","","","","","","","","","","",""
"ACT  AS C DT000","ACT-ASESORES CENTROAMERICANOS DE TU","B","HighRisk","High","","","","","","","","","","",""
"ACTE CON CO 001","A.C. TECH CONSTRUCTION CORP.","B","LowRisk","Low","","","","","","","","","","",""
